created_at,text_stopremoved,sentiment_pred,text_stemmed,topic
2025-10-21,ternyata goda kek bahlil gmn coba tll,Negatif,nyata goda kek bahlil gmn coba tll,2.0
2025-10-21,kesabaran menghadapi bahlil,Netral,sabar hadap bahlil,0.0
2025-10-21,bahlil dni,Netral,bahlil dni,0.0
2025-10-21,disisirin bahlil,Negatif,disisirin bahlil,0.0
2025-10-21,tw bahlil ngeri horror jumpscare beritain bahlil mukanya disensor diganti pake foto bakwan jagung kek biar enak diliatnya,Negatif,tw bahlil ngeri horror jumpscare beritain bahlil muka sensor ganti pake foto bakwan jagung kek biar enak liat,2.0
2025-10-21,timeline semingguan isinya bahlil,Negatif,timeline minggu isi bahlil,0.0
2025-10-21,ngeles takut dibangun diskusi berbasis fakta hujatan emosional dipolitisasi prinsip xai jujur logis produktif cari garagara hukum kritik kebijakan bahlil bagikan data spesifik analisis drama pribadi,Positif,ngeles takut bangun diskusi bas fakta hujat emosional politisasi prinsip xai jujur logis produktif cari garagara hukum kritik bijak bahlil bagi data spesifik analisis drama pribadi,1.0
2025-10-21,bayangin urusan hukum share meme bahlil tokoh bahkan ngga punya aura positif,Negatif,bayangin urus hukum share meme bahlil tokoh bahkan ngga punya aura positif,0.0
2025-10-21,knp buka tl gaada kebuka medianya matlis giliran bahlil kaga pake muter,Negatif,knp buka tl gaada buka media matlis gilir bahlil kaga pake muter,1.0
2025-10-21,dah baca hampir kamu disisir bahlil,Negatif,dah baca hampir kamu sisir bahlil,1.0
2025-10-21,ah demo bahlil,Negatif,ah demo bahlil,0.0
2025-10-21,ap gw halloween bahlil aj serem mukanya,Negatif,ap gw halloween bahlil aj rem muka,2.0
2025-10-21,minimal standar kualitasnya diperbaiki bahlil kntll,Netral,minimal standar kualitas baik bahlil kntll,2.0
2025-10-21,bahlil,Negatif,bahlil,
2025-10-21,huang renjun thank you bahlil alex pastoor slot gacor hari,Netral,huang renjun thank you bahlil alex pastoor slot gacor hari,1.0
2025-10-21,anjing wkwkwkwk bahlil pukimak,Positif,anjing wkwkwkwk bahlil pukimak,1.0
2025-10-21,bahlil mars bahan bakar punya sebagus kendaraan gua eak,Negatif,bahlil mars bahan bakar punya bagus kendara gua eak,1.0
2025-10-21,kan jdi lewat mulu bahlil,Negatif,kan jdi lewat mulu bahlil,2.0
2025-10-21,warga paguy sel soalnya aslinya hatersnya bahlil,Negatif,warga paguy sel soal asli hatersnya bahlil,1.0
2025-10-21,bahlil sebut menteri bekerja baik kabinet gibran menteri energi sumber daya mineral esdm bahlil lahadalia menanggapi hasil survei lembaga riset center of economic and law studies celios menempatkannya menteri kinerja terendah,Netral,bahlil sebut menteri kerja baik kabinet gibran menteri energi sumber daya mineral esdm bahlil lahadalia tanggap hasil survei lembaga riset center of economic and law studies celios tempat menteri kerja rendah,0.0
2025-10-21,minta maaf serem bahlil usah minta maaf,Negatif,minta maaf rem bahlil usah minta maaf,0.0
2025-10-21,disisir bahlil kunti datengin,Negatif,sisir bahlil kunti datengin,1.0
2025-10-21,bahlil suruh cari negara anjir gw udeh cape,Negatif,bahlil suruh cari negara anjir gw udeh cape,0.0
2025-10-21,ternyata sekarang bahlil punya ternak ternaknya peranakan keturunan termul,Negatif,nyata sekarang bahlil punya ternak ternak ana turun termul,1.0
2025-10-21,bonus install apk caranya spay plus login akun ffjwvwp promo job zonauang gibran jokowi bahlil purbaya bang japar polda metro jaya alex pastoor,Netral,bonus install apk cara spay plus login akun ffjwvwp promo job zonauang gibran jokowi bahlil purbaya bang japar polda metro jaya alex pastoor,2.0
2025-10-21,bahlil,Negatif,bahlil,
2025-10-21,woy bahlil ferrari gw minum pertamax,Negatif,woy bahlil ferrari gw minum pertamax,2.0
2025-10-21,disensor pake emot apa gitu tuh diposting sensor sensitive content twbahlil gitu tuh,Negatif,sensor pake emot apa gitu tuh diposting sensor sensitive content twbahlil gitu tuh,0.0
2025-10-21,gmn bahlil sendiri menghina dirinya ditangkap,Negatif,gmn bahlil sendiri hina diri tangkap,0.0
2025-10-21,bahlil lewat mulu tiap hari eksis,Negatif,bahlil lewat mulu tiap hari eks,2.0
2025-10-21,ngeselin kaya bahlil,Negatif,ngeselin kaya bahlil,1.0
2025-10-21,skin abis share meme bahlil,Netral,skin abis share meme bahlil,1.0
2025-10-21,oy seramnyoh gua cm bilang gua gapernah ngatain bahlil thanks,Negatif,oy seramnyoh gua cm bilang gua gapernah ngatain bahlil thanks,1.0
2025-10-21,stop lah bahlil muncul tl kasih tw minimal,Netral,stop lah bahlil muncul tl kasih tw minimal,0.0
2025-10-21,repost meme redacted nnti disisir loh amit disisirin bahlil,Negatif,repost meme redacted nnti sisir loh amit disisirin bahlil,1.0
2025-10-21,nulis bahlul eh bahlil yakin nulis sendiri tebak ghost writernya siapa kira,Negatif,nulis bahlul eh bahlil yakin nulis sendiri tebak ghost writernya siapa kira,1.0
2025-10-21,dih sok keras bahlil elek,Negatif,dih sok keras bahlil elek,0.0
2025-10-21,bapak diminta menghadap bahlil,Netral,bapak minta hadap bahlil,0.0
2025-10-21,bahlil mania,Netral,bahlil mania,0.0
2025-10-21,mitap penghina bahlil penjara,Negatif,mitap hina bahlil penjara,1.0
2025-10-21,aturannya bersangkutan bahlil laporkan,Netral,atur sangkut bahlil lapor,0.0
2025-10-21,berenti gibahin bahlil bego tiap hari yaallah cobaan,Negatif,renti gibahin bahlil bego tiap hari yaallah coba,2.0
2025-10-21,bahlil angkat bicara soal akun penyebar meme dilaporkan polda metro jaya,Netral,bahlil angkat bicara soal akun sebar meme lapor polda metro jaya,0.0
2025-10-21,kak never hear from you again kamu ketangkep repos meme bahlil,Negatif,kak never hear from you again kamu ketangkep repos meme bahlil,1.0
2025-10-21,sianjir kudu ngisi bbm dulu makin lama pulangnya mana mendung bahlil bahlul syalan,Negatif,sianjir kudu ngisi bbm dulu makin lama pulang mana mendung bahlil bahlul syal,1.0
2025-10-21,bahlil emang minus segalanya,Negatif,bahlil emang minus segala,1.0
2025-10-21,bahlil mode awakening,Netral,bahlil mode awakening,0.0
2025-10-21,kae simpenane bahlil,Positif,kae simpenane bahlil,0.0
2025-10-21,jir masup penjara usia tahun pake meme bahlil,Negatif,jir masup penjara usia tahun pake meme bahlil,1.0
2025-10-21,rp dpt install apk caranya spay plus login akun ffjwvwp job zonauang gibran rakabuming bahlil timothy kapolri jule daehoon program mbg heeseung,Netral,rp dpt install apk cara spay plus login akun ffjwvwp job zonauang gibran rakabuming bahlil timothy kapolri jule daehoon program mbg heeseung,2.0
2025-10-21,bahlil negara sendiri ruwet ruwet biar rakyatnya,Negatif,bahlil negara sendiri ruwet ruwet biar rakyat,1.0
2025-10-21,seprivileged itukah bahlil bahlul gamau dibikin meme makannya kerja bener lol netizen pejabat baik kerja nyata mana diejek dibikin meme diberitain bagus bagus,Negatif,seprivileged itu bahlil bahlul gamau bikin meme makan kerja bener lol netizen jabat baik kerja nyata mana ejek bikin meme diberitain bagus bagus,0.0
2025-10-21,anjir beneran perkara repost meme bahlil takut,Negatif,anjir beneran perkara repost meme bahlil takut,1.0
2025-10-21,adu bahlil menang siapa,Negatif,adu bahlil menang siapa,1.0
2025-10-21,ijin sampaikan pak bahlil pantas menjadi menteri esdm gara gara bahlil luhut jembut kilang minyak ngga paham kan,Negatif,ijin sampai pak bahlil pantas jadi menteri esdm gara gara bahlil luhut jembut kilang minyak ngga paham kan,0.0
2025-10-21,gw pikirin tuh anaknya nangis gasih tiap hari karna bapaknya bahlil gw anaknya mah tiap menit nangis jirr,Negatif,gw pikirin tuh anak nang gasih tiap hari karna bapak bahlil gw anak mah tiap menit nang jirr,2.0
2025-10-21,spbu swasta bahlil awas ngemis minta balik investasi,Negatif,spbu swasta bahlil awas ngemis minta balik investasi,1.0
2025-10-21,ngepost meme bahlil takut anjinggg sudi,Negatif,ngepost meme bahlil takut anjinggg sudi,1.0
2025-10-21,meme baru tada ngga tau lpg pertamina dikorupsi bahlil luhut anggota golkar pdip spill ngga,Negatif,meme baru tada ngga tau lpg pertamina korupsi bahlil luhut anggota golkar pdip spill ngga,0.0
2025-10-21,lah tolol siapa anak buah bahlil otak warga x tolol nerima fakta,Negatif,lah tolol siapa anak buah bahlil otak warga x tolol nerima fakta,0.0
2025-10-21,kan ngaku jayen fanboynya bahlil manggilnya lord,Negatif,kan ngaku jayen fanboynya bahlil manggilnya lord,1.0
2025-10-21,bahlil tolol,Negatif,bahlil tolol,
2025-10-21,bahlil muk gakk,Negatif,bahlil muk gakk,0.0
2025-10-21,fufufafa bahlil,Netral,fufufafa bahlil,1.0
2025-10-21,iya betul semoga belangnya sehitam bahlil bang,Negatif,iya betul moga belang hitam bahlil bang,1.0
2025-10-21,ilang poster dicari bahlil,Netral,ilang poster cari bahlil,1.0
2025-10-21,mmf allah menghina ciptaanmu yah bahlil,Negatif,mmf allah hina cipta yah bahlil,1.0
2025-10-21,sylus kan suka jiwa greedy bahlil greedy,Positif,sylus kan suka jiwa greedy bahlil greedy,1.0
2025-10-21,mana tiap berita bahlil selalu wajah beliau,Positif,mana tiap berita bahlil selalu wajah beliau,0.0
2025-10-21,dapatkan bonus install apk caranya spay plus login ffjwvwp promo job zonauang gibran jokowi bahlil erick thohir purbaya jisoo jennie diddy,Netral,dapat bonus install apk cara spay plus login ffjwvwp promo job zonauang gibran jokowi bahlil erick thohir purbaya jisoo jennie diddy,2.0
2025-10-21,duit darimana km anaknya bahlil jgn,Negatif,duit darimana km anak bahlil jgn,1.0
2025-10-21,rela secakep liat bahlil,Negatif,rela cakep liat bahlil,2.0
2025-10-21,jelas anjir bahlil,Negatif,jelas anjir bahlil,0.0
2025-10-21,day ditangkep abis repost meme bahlil,Negatif,day ditangkep abis repost meme bahlil,1.0
2025-10-21,jokes e abel ttg busung lapar bnrn nyata adanya bahlil,Negatif,jokes e abel ttg busung lapar bnrn nyata ada bahlil,1.0
2025-10-21,bahlil pindah,Netral,bahlil pindah,0.0
2025-10-21,bahlil dijadiin meme he was born to be a meme,Negatif,bahlil dijadiin meme he was born to be a meme,1.0
2025-10-21,pacar kandung bahlil,Netral,pacar kandung bahlil,0.0
2025-10-21,rodo ra lucu iki nek ngandang mergo dapurane bahlil,Netral,rodo ra lucu iki nek ngandang mergo dapurane bahlil,1.0
2025-10-21,citra kau makin buruk boss bahlil bkn makin bagus ulah org ribuan akun retweet meme kau dipolisiin dewasalah sedikit,Negatif,citra kau makin buruk boss bahlil bkn makin bagus ulah org ribu akun retweet meme kau dipolisiin dewasa sedikit,2.0
2025-10-21,tak tag terus postingan bahlil biar kamu mimpiin bahlil,Netral,tak tag terus postingan bahlil biar kamu mimpiin bahlil,1.0
2025-10-21,siapa bini bahlil tbtb rep,Negatif,siapa bini bahlil tbtb rep,1.0
2025-10-21,satu tahun kepemimpinan gibran indonesia gagal piala dunia kapan lord bahlil reshuffle,Netral,satu tahun pimpin gibran indonesia gagal piala dunia kapan lord bahlil reshuffle,0.0
2025-10-21,upaya penggiringan opini mungkin wkwkwkw,Netral,upaya giring opini mungkin wkwkwkw,0.0
2025-10-21,publik menilai pembantu presiden gagal bekerja beban politik moral presiden,Negatif,publik nilai bantu presiden gagal kerja beban politik moral presiden,0.0
2025-10-21,bayangin se rutan kasus creator meme bahlil kayanya repost ditangkep,Negatif,bayangin se rutan kasus creator meme bahlil kaya repost ditangkep,1.0
2025-10-21,mah glar profesor ny setara gelar ny el bahlil,Netral,mah glar profesor ny tara gelar ny el bahlil,2.0
2025-10-21,terus sekarang bensin kosong dimanamana termasuk pom pertamina emang bahlil bloon bener dah,Negatif,terus sekarang bensin kosong dimanamana masuk pom pertamina emang bahlil bloon bener dah,1.0
2025-10-21,bahlil,Negatif,bahlil,
2025-10-21,yeeeyyy bahlil,Negatif,yeeeyyy bahlil,0.0
2025-10-21,pak bahlil salah hitung kali coba hitung brp jmlh rmh warga musi banyuasin sumur jelas sumur mck mngkn disitu pamjangan asal hitung berlobang bilang sumur minyak,Negatif,pak bahlil salah hitung kali coba hitung brp jmlh rmh warga mus banyuasin sumur jelas sumur mck mngkn situ pamjangan asal hitung berlobang bilang sumur minyak,0.0
2025-10-21,bahlil,Negatif,bahlil,
2025-10-21,penjara ngememe bahlil a iya a guoblok coy,Negatif,penjara ngememe bahlil a iya a guoblok coy,1.0
2025-10-21,benar bahlil ingat kementerian kamu laporan keuangannya kemenkeu hadeh,Netral,benar bahlil ingat menteri kamu lapor uang kemenkeu hadeh,0.0
2025-10-21,dapatkan bonus install apk caranya spay plus login ffjwvwp promo info job zonauang presiden bahlil timothy kapolri jule daehoon constance heeseung,Netral,dapat bonus install apk cara spay plus login ffjwvwp promo info job zonauang presiden bahlil timothy kapolri jule daehoon constance heeseung,2.0
2025-10-21,anjirlah w lg mellow refresh tl isinya malah bahlil betmut,Negatif,anjir w lg mellow refresh tl isi malah bahlil betmut,1.0
2025-10-21,sumber masalah kabinet kim segera lengserkan bahlil,Netral,sumber masalah kabinet kim segera lengser bahlil,1.0
2025-10-21,bahlil klub ngga psbs,Netral,bahlil klub ngga psbs,0.0
2025-10-21,bahlil disilverin keliatan item yaa,Negatif,bahlil disilverin liat item yaa,2.0
2025-10-21,benci ama bahlil,Negatif,benci ama bahlil,0.0
2025-10-21,mirip bahlil dikit versi botaknya,Negatif,mirip bahlil dikit versi botak,2.0
2025-10-21,mirip bahlil,Negatif,mirip bahlil,
2025-10-21,ketua umum golkar bahlil sebut mbg program sangat mulia hut partai golkar,Netral,ketua umum golkar bahlil sebut mbg program sangat mulia hut partai golkar,0.0
2025-10-21,km pens bahlil,Negatif,km pens bahlil,1.0
2025-10-21,bahlil ngga rakyat biasa gaji umr banyak cakap tak penting ngga berbobot,Negatif,bahlil ngga rakyat biasa gaji umr banyak cakap tak penting ngga bobot,0.0
2025-10-21,akun coba akun roasting bahlil,Netral,akun coba akun roasting bahlil,2.0
2025-10-21,loh ikut kajian bahlil,Netral,loh ikut kaji bahlil,0.0
2025-10-21,sejumlah akun media sosial diduga menghina ketua umum partai golkar bahlil lahadalia dilaporkan polisi termasuk akun ikut mengunggah ulang repost konten serupa,Netral,jumlah akun media sosial duga hina ketua umum partai golkar bahlil lahadalia lapor polisi masuk akun ikut unggah ulang repost konten rupa,0.0
2025-10-21,kepolisian daerah senin kaum mager bahlil sibuk link video,Netral,polisi daerah senin kaum mager bahlil sibuk link video,0.0
2025-10-21,ade adeanya bahlil mukanya mirip,Negatif,ade adeanya bahlil muka mirip,2.0
2025-10-21,gw isinya bahlil doang bahlil bahlil mulu jir muak,Negatif,gw isi bahlil doang bahlil bahlil mulu jir muak,2.0
2025-10-21,bahlil kontol bahlul kontol,Negatif,bahlil kontol bahlul kontol,0.0
2025-10-21,satu indonesia masingmasing meme bahlil gimana biar polda penuh gamuat terus akhirnya ditaruh rumah bahlil terus makan kepiting bareng meja makan enak saus lada hitam cumi goreng tepung,Positif,satu indonesia masingmasing meme bahlil gimana biar polda penuh gamuat terus akhir taruh rumah bahlil terus makan kepiting bareng meja makan enak saus lada hitam cumi goreng tepung,1.0
2025-10-21,bahlil contoh seorang anak hasil pembuahan sel telur precum,Netral,bahlil contoh orang anak hasil buah sel telur precum,0.0
2025-10-21,sorry habib bahlil,Netral,sorry habib bahlil,0.0
2025-10-21,dalem penjara kirim meme bahlil diluar penjara korupsi,Negatif,dalem penjara kirim meme bahlil luar penjara korupsi,1.0
2025-10-21,kritik kebijakannyaotomatis org blum phm bahlil nyari sndrinya berinisiatip ekperimen spt kebijakannya,Negatif,kritik kebijakannyaotomatis org blum phm bahlil nyari sndrinya berinisiatip ekperimen spt bijak,0.0
2025-10-21,rugi hari selasa checkout begonia polkadot coba simak video checkout sini wujudkan mimpi indonesia bahlil,Positif,rugi hari selasa checkout begonia polkadot coba simak video checkout sini wujud mimpi indonesia bahlil,2.0
2025-10-21,lupa bolehkah tayamum menggunakan nikel kajian khusus karyawan shell vivo by ust bahlil argh ngakak,Netral,lupa boleh tayamum guna nikel kaji khusus karyawan shell vivo by ust bahlil argh ngakak,0.0
2025-10-21,gw ketangkep mas post wastory bahlil rutan kab tangerang,Netral,gw ketangkep mas post wastory bahlil rutan kab tangerang,2.0
2025-10-21,inilah gunanya menghidupi anak wajib uang halal apa tolol kaya bahlil,Negatif,ini guna hidup anak wajib uang halal apa tolol kaya bahlil,0.0
2025-10-21,kurangin mas energinya dihemat energinya mending sumber daya baru pak bahlil,Negatif,rangin mas energi hemat energi mending sumber daya baru pak bahlil,1.0
2025-10-21,gini penjara auto julidin bahlil,Negatif,gin penjara auto julidin bahlil,1.0
2025-10-21,pengelola negaranya manusia negara sda terkaya nomor sedunia rakyatnya miskin negaranya miskin pejabatnya kaya raya bahlil smi luhut jokowi erick thohir apa,Negatif,kelola negara manusia negara sda kaya nomor dunia rakyat miskin negara miskin jabat kaya raya bahlil smi luhut jokowi erick thohir apa,1.0
2025-10-21,jenenge wae bahlil lhadalah,Netral,jenenge wae bahlil lhadalah,0.0
2025-10-21,bahlil anyink,Negatif,bahlil anyink,0.0
2025-10-21,serem tiap scroll tl bahlil lewat,Negatif,rem tiap scroll tl bahlil lewat,2.0
2025-10-24,tinggal lihat polisi apa reaksi laporan meme pak bahlil apa tanggapi gercep,Negatif,tinggal lihat polisi apa reaksi lapor meme pak bahlil apa tanggap gercep,
2025-10-24,meme bahlil ganteng,Netral,meme bahlil ganteng,
2025-10-24,nyebarin meme maafin bahlil ygy,Negatif,nyebarin meme maafin bahlil ygy,
2025-10-24,sosiolog ilmuan indonesia timur apresiasi bahlil maafkan penyebab meme dirinya bahlil maafkan penyebar meme dirinya biasa dihina sejak kecil klik baca,Positif,sosiolog ilmu indonesia timur apresiasi bahlil maaf sebab meme diri bahlil maaf sebar meme diri biasa hina sejak kecil klik baca,
2025-10-24,menteri energi sumber daya mineral esdm sekaligus ketua umum partai golkar bahlil lahadalia menanggapi santai maraknya meme ejekan media sosial menyinggung dirinya,Netral,menteri energi sumber daya mineral esdm sekaligus ketua umum partai golkar bahlil lahadalia tanggap santai marak meme ejek media sosial singgung diri,0.0
2025-10-24,kebanyakan nonton meme bahlil inimah,Negatif,banyak nonton meme bahlil inimah,
2025-10-24,bahlil perintahkan setop laporan meme dirinya polisi jangan diperpanjang,Netral,bahlil perintah setop lapor meme diri polisi jangan panjang,
2025-10-24,meme bahlil berseliweran btw ngatain bahlil gosong berlebihan mesti kritisi kebijakannya fisik bully fisik apa membully penciftanya cuman bertanya tanya nada sound horeg,Negatif,meme bahlil seliwer btw ngatain bahlil gosong lebih mesti kritisi bijak fisik bully fisik apa membully penciftanya cuman tanya tanya nada sound horeg,
2025-10-24,lapas meme bahlil jangan dulu pensi bang,Netral,lapas meme bahlil jangan dulu pensi bang,
2025-10-24,bahlil menghibur prestasinya meme kocak,Negatif,bahlil hibur prestasi meme kocak,
2025-10-24,memang layak kan bahan bagus meme kebijakan bahlil cenderung menyulitkan rakyat membuat gaduh masyarakat kayak anak bangsa pantas menteri esdm,Negatif,memang layak kan bahan bagus meme bijak bahlil cenderung sulit rakyat buat gaduh masyarakat kayak anak bangsa pantas menteri esdm,
2025-10-24,min makanya skrng fokus seputar jakarta meme bahlil mah cukup sehari sekali tiap jam warga makan siang,Negatif,min makanya skrng fokus putar jakarta meme bahlil mah cukup hari sekali tiap jam warga makan siang,
2025-10-24,laporan gitu rakyat indo malah recall base golkar ngeluarin meme bahlil,Negatif,lapor gitu rakyat indo malah recall base golkar ngeluarin meme bahlil,
2025-10-24,iya bahlil mentertawakan meme dirinya netizen mentertawakan bahlil klop,Negatif,iya bahlil tertawa meme diri netizen tertawa bahlil klop,
2025-10-24,melihat meme bahlil menit pertama tertawa menit selanjutnya mual,Negatif,lihat meme bahlil menit pertama tertawa menit lanjut mual,
2025-10-24,wkwkwkwk nangkepnya bahlil tau meme tertawa tahu meme bahlil cm tertawa,Negatif,wkwkwkwk nangkepnya bahlil tau meme tertawa tahu meme bahlil cm tertawa,
2025-10-24,adakan lomba meme bahlil internal kementrian donk kreatifitas anak buah tersalurkan baik,Positif,adakan lomba meme bahlil internal tri donk kreatifitas anak buah salur baik,
2025-10-24,jangankan penyidik gw ketawa liat meme bahlil,Negatif,jangan sidik gw ketawa liat meme bahlil,1.0
2025-10-24,bayangin jam segini ngikik gara liat meme bahlil monn maapp tpi emg selucu bjirrr,Negatif,bayangin jam gin ngikik gara liat meme bahlil monn maapp tpi emg lucu bjirrr,
2025-10-24,dihina lewat meme menteri bahlil lahadalia balas menohok ganteng cerdas,Negatif,hina lewat meme menteri bahlil lahadalia balas tohok ganteng cerdas,
2025-10-24,keseringan meme karir bahlil cemerlang dunia entertainment bisabisa talent lapor pak walaupun nahan malu tiap episode digoreng terus masa lalunya who knows,Negatif,sering meme karir bahlil cemerlang dunia entertainment bisabisa talent lapor pak walaupun nahan malu tiap episode goreng terus masa lalu who knows,
2025-10-24,gaskeeeeun meme bahlil komen dibawaaah,Positif,gaskeeeeun meme bahlil komen dibawaaah,
2025-10-24,yamal bner gatau ama kelakuan jago dijadiin meme kek bahlil,Negatif,yamal bner gatau ama laku jago dijadiin meme kek bahlil,
2025-10-24,bayangin tbtb penjara terus dispen kuliah cm gagara repost meme bahlilgiak akal lol,Negatif,bayangin tbtb penjara terus dispen kuliah cm gagara repost meme bahlilgiak akal lol,
2025-10-24,bahlil disorot kinerjanya bakalan bahlil melaporkan sendiri meme,Negatif,bahlil sorot kerja bakal bahlil lapor sendiri meme,
2025-10-24,dipenjara pembuat meme bahlil tu penjara bakal muat lil,Negatif,penjara buat meme bahlil tu penjara bakal muat lil,
2025-10-24,kirain nyebarin meme bahlil penjara ternyata bunuh tikus penjara yaa,Negatif,kirain nyebarin meme bahlil penjara nyata bunuh tikus penjara yaa,
2025-10-24,gebrakannya meme bahlil ih,Negatif,gebrak meme bahlil ih,1.0
2025-10-24,kontestasi simbolik dunia digital analisis meme bahlil lahadalia teori pierre bourdieu,Netral,kontestasi simbolik dunia digital analisis meme bahlil lahadalia teori pierre bourdieu,
2025-10-24,menteri esdm bahlil lahadalia memaafkan pembuat penyebar meme berisi hinaan dirinya menilai kritik kebijakan pemerintah wajar mengingatkan menyerang ranah pribadi rasial bahlil bahkan mengaku terbiasa,Netral,menteri esdm bahlil lahadalia maaf buat sebar meme isi hina diri nilai kritik bijak perintah wajar ingat serang ranah pribadi rasial bahlil bahkan aku biasa,
2025-10-24,bahlil emang juara meme janji investasi sampe kontroversi gelenggeleng lo sering komen soal branding lo tambah kuat niche politik santai nyinyir analisis soal,Positif,bahlil emang juara meme janji investasi sampe kontroversi gelenggeleng lo sering komen soal branding lo tambah kuat niche politik santai nyinyir analisis soal,1.0
2025-10-24,branding lo keliatan santai kritis aspiring hidup damai bio merpati labalaba simbol kedamaian petualangan post lo aktif komentar soal kuliah ut pengangguran ekonomi indo meme politik kayak bahlil gayanya casual sarkastik sering,Netral,branding lo liat santai kritis aspiring hidup damai bio merpati labalaba simbol damai tualang post lo aktif komentar soal kuliah ut anggur ekonomi indo meme politik kayak bahlil gaya casual sarkastik sering,1.0
2025-10-24,gara keluar meme penjara meme bahlil bahlil mikir keras,Negatif,gara keluar meme penjara meme bahlil bahlil mikir keras,1.0
2025-10-24,guys upload meme bahlil gassss,Netral,guys upload meme bahlil gassss,
2025-10-24,ketua umum partai golkar sekaligus menteri esdm bahlil lahadalia menanggapi santai beredarnya meme wajahnya media,Netral,ketua umum partai golkar sekaligus menteri esdm bahlil lahadalia tanggap santai edar meme wajah media,
2025-10-24,hari bertahan hidup melihat bahlil selalu tersenyum menyanjungi meme buatan masyarakat untuknya,Positif,hari tahan hidup lihat bahlil selalu senyum sanjung meme buat masyarakat untuk,0.0
2025-10-24,keknya bntr lg ak dipenjara gegara menyebarkan meme bahlil,Negatif,kek bntr lg ak penjara gegara sebar meme bahlil,
2025-10-24,video bahlil lahadalia minta pembuat meme pahami etika demokrasi,Netral,video bahlil lahadalia minta buat meme paham etika demokrasi,
2025-10-24,daftar divisi meme bahlil pak,Netral,daftar divisi meme bahlil pak,
2025-10-24,challenge sehari ngetagin meme bahlil starts now,Netral,challenge hari ngetagin meme bahlil starts now,
2025-10-24,maafkan pembuat meme dirinya bahlil minta sayap partai golkar cabut laporan,Netral,maaf buat meme diri bahlil minta sayap partai golkar cabut lapor,
2025-10-24,minta stop laporan minta maaf kan allah memaafkan umatnya minta maaf manusia,Negatif,minta stop lapor minta maaf kan allah maaf umat minta maaf manusia,
2025-10-24,bahlil menteri esdm memaafkan pemilik akun viral meme kan dirinya tak etisltuntunglah kalian hobi meme meme juelasz mentang utak atik ai via it tak etis tak bolehkritik jgn fisik sara dllgt,Negatif,bahlil menteri esdm maaf milik akun viral meme kan diri tak etisltuntunglah kalian hobi meme meme juelasz mentang utak atik ai via it tak etis tak bolehkritik jgn fisik sara dllgt,
2025-10-24,bahah propoganda meme bahlil penjara,Negatif,bahah propoganda meme bahlil penjara,
2025-10-24,ngapain urgent kasusnya meme bahlil negara kacau balau malah ngurus meme bahlil,Negatif,ngapain urgent kasus meme bahlil negara kacau balau malah ngurus meme bahlil,1.0
2025-10-24,komennya meme bahlil njir,Negatif,komennya meme bahlil njir,0.0
2025-10-24,everytime pengen liat repost berharap romcom or something instead of meme bahlil,Netral,everytime ken liat repost harap romcom or something instead of meme bahlil,1.0
2025-10-24,sebaiknya mengheningkan cipta sejedak rekan ngeshare meme bahlil bang,Netral,baik hening cipta sejedak rekan ngeshare meme bahlil bang,
2025-10-24,halo branding akunmu cenderung casual humoris fokus meme lokal sepak bola indonesia pssi timnas obrolan seharihari bahasa jawagaul bio phobia foto bahlil tambah nuansa jenaka rating alasan kontenmu engaging relatable,Positif,halo branding akun cenderung casual humoris fokus meme lokal sepak bola indonesia pssi timnas obrol seharihari bahasa jawagaul bio phobia foto bahlil tambah nuansa jenaka rating alas konten engaging relatable,
2025-10-24,ngelaporin upload meme he thinks he s bahlil,Negatif,ngelaporin upload meme he thinks he s bahlil,
2025-10-24,liat komen tiktok golkar isinya ngirim meme bahlil,Netral,liat komen tiktok golkar isi ngirim meme bahlil,
2025-10-24,katanya baper meme dilaporkan gua kira meme hiburan ternyata meteran penjara selamat datang indonesia wkwkland,Negatif,kata baper meme lapor gua kira meme hibur nyata meter penjara selamat datang indonesia wkwkland,
2025-10-24,wkwkwkw,Positif,wkwkwkw,
2025-10-24,kritik bagian terpisahkan pejabat publik jangan menjadi politisi pejabat publik tak dikritik,Negatif,kritik bagi pisah jabat publik jangan jadi politis jabat publik tak kritik,
2025-10-24,kritik bagian terpisahkan pejabat publik jangan menjadi politisi pejabat publik tak dikritik,Negatif,kritik bagi pisah jabat publik jangan jadi politis jabat publik tak kritik,
2025-10-24,anjing gua ngetawain meme bahlil hampir setengah hari gebrakan masyarakat konoha aje,Negatif,anjing gua ngetawain meme bahlil hampir tengah hari gebrak masyarakat konoha aje,
2025-10-24,fck fck kuat meme bahlil busung lapar,Negatif,fck fck kuat meme bahlil busung lapar,
2025-10-24,tiada hari meme bahlil menghiasi sosmedku,Netral,tiada hari meme bahlil hias sosmedku,
2025-10-24,bahlil maafkan pembuat meme dirinya biasa dihina sejak kecil,Netral,bahlil maaf buat meme diri biasa hina sejak kecil,
2025-10-24,info meme bahlil,Netral,info meme bahlil,
2025-10-24,pernyataan kontradiktif bahlil memaafkan netizen minta maaf terlalu banyak meme,Negatif,nyata kontradiktif bahlil maaf netizen minta maaf terlalu banyak meme,
2025-10-24,dipenjara gara apa bg nambang emas lahan sendiri bang meme bahlil bang,Negatif,penjara gara apa bg nambang emas lahan sendiri bang meme bahlil bang,
2025-10-24,yeeayy makasih bahlil meme bahlil geeddsss,Positif,yeeayy makasih bahlil meme bahlil geeddsss,
